ano,mes,estado,bioma,latitude,longitude,temperatura_media,precipitacao_mm,umidade_relativa,focos_queimadas,risco_queimadas
2015,5,Pará,Amazônia,-3.0,-52.0,30.8,115.9,75.3,1802,Alto
2015,5,Pernambuco,Caatinga,-8.5,-37.5,30.5,135.5,59.2,212,Médio
2015,5,Piauí,Cerrado,-7.5,-42.5,29.9,182.4,70.2,759,Médio
2015,5,Rondônia,Amazônia,-11.0,-63.0,30.7,142.3,72.7,880,Alto
2015,5,Roraima,Amazônia,2.0,-61.0,29.7,144.8,72.3,295,Médio
2015,5,Tocantins,Cerrado,-10.0,-48.0,30.8,154.4,74.2,573,Médio
2015,6,Acre,Amazônia,-9.0,-70.5,33.2,69.7,49.9,763,Médio
2015,6,Amapá,Amazônia,1.0,-52.0,30.6,57.1,54.4,272,Médio
2015,6,Amazonas,Amazônia,-3.5,-65.0,33.2,104.3,58.4,2033,Alto
2015,6,Bahia,Cerrado,-12.0,-41.0,33.3,121.0,53.2,2512,Alto
2015,6,Goiás,Cerrado,-16.0,-49.0,30.5,122.3,51.9,875,Alto
2015,6,Maranhão,Cerrado,-5.0,-45.0,30.8,57.9,49.4,1259,Alto
2015,6,Mato Grosso,Cerrado,-13.0,-56.0,30.1,64.9,47.4,4444,Alto
2015,6,Mato Grosso do Sul,Cerrado,-20.0,-54.0,32.1,91.0,55.2,755,Médio
2015,6,Minas Gerais,Cerrado,-18.0,-44.0,29.6,86.1,52.4,1012,Alto
2015,6,Pará,Amazônia,-3.0,-52.0,29.6,93.4,51.8,2722,Alto
2015,6,Pernambuco,Caatinga,-8.5,-37.5,31.9,90.3,55.9,412,Médio
2015,6,Piauí,Cerrado,-7.5,-42.5,31.9,93.4,51.4,930,Alto
2015,6,Rondônia,Amazônia,-11.0,-63.0,33.3,78.3,54.2,1825,Alto
2015,6,Roraima,Amazônia,2.0,-61.0,28.8,73.4,47.5,577,Médio
2015,6,Tocantins,Cerrado,-10.0,-48.0,33.5,102.8,54.2,1523,Alto
2015,7,Acre,Amazônia,-9.0,-70.5,36.5,46.8,28.5,737,Médio
2015,7,Amapá,Amazônia,1.0,-52.0,32.8,6.2,30.4,383,Médio
2015,7,Amazonas,Amazônia,-3.5,-65.0,35.2,43.8,40.1,3464,Alto
2015,7,Bahia,Cerrado,-12.0,-41.0,32.5,2.7,34.3,4182,Alto
2015,7,Goiás,Cerrado,-16.0,-49.0,32.1,33.8,32.5,1065,Alto
2015,7,Maranhão,Cerrado,-5.0,-45.0,33.9,13.5,26.9,3645,Alto
2015,7,Mato Grosso,Cerrado,-13.0,-56.0,34.4,15.7,36.4,6841,Alto
2015,7,Mato Grosso do Sul,Cerrado,-20.0,-54.0,31.6,20.3,34.6,1666,Alto
2015,7,Minas Gerais,Cerrado,-18.0,-44.0,33.8,36.5,32.8,2211,Alto
2015,7,Pará,Amazônia,-3.0,-52.0,32.3,1.6,40.1,6593,Alto
2015,7,Pernambuco,Caatinga,-8.5,-37.5,33.1,24.8,37.5,1146,Alto
2015,7,Piauí,Cerrado,-7.5,-42.5,32.8,54.1,33.5,2213,Alto
2015,7,Rondônia,Amazônia,-11.0,-63.0,35.6,43.4,33.9,2729,Alto
2015,7,Roraima,Amazônia,2.0,-61.0,34.4,27.2,37.8,828,Alto
2015,7,Tocantins,Cerrado,-10.0,-48.0,35.7,13.3,37.8,3009,Alto
2015,8,Acre,Amazônia,-9.0,-70.5,35.9,0.0,26.0,1335,Alto
2015,8,Amapá,Amazônia,1.0,-52.0,34.3,0.0,20.0,637,Médio
2015,8,Amazonas,Amazônia,-3.5,-65.0,36.5,1.7,21.2,3598,Alto
2015,8,Bahia,Cerrado,-12.0,-41.0,35.2,0.0,24.9,5487,Alto
2015,8,Goiás,Cerrado,-16.0,-49.0,34.8,0.0,20.0,1917,Alto
2015,8,Maranhão,Cerrado,-5.0,-45.0,34.3,18.4,35.0,4330,Alto
2015,8,Mato Grosso,Cerrado,-13.0,-56.0,34.0,0.0,26.5,9144,Alto
2015,8,Mato Grosso do Sul,Cerrado,-20.0,-54.0,33.3,0.3,23.6,1389,Alto
2015,8,Minas Gerais,Cerrado,-18.0,-44.0,34.2,0.0,23.1,2213,Alto
2015,8,Pará,Amazônia,-3.0,-52.0,35.3,0.0,28.8,6383,Alto
2015,8,Pernambuco,Caatinga,-8.5,-37.5,36.0,0.0,20.0,1095,Alto
2015,8,Piauí,Cerrado,-7.5,-42.5,33.2,0.0,27.4,2208,Alto
2015,8,Rondônia,Amazônia,-11.0,-63.0,36.3,26.8,21.2,2648,Alto
2015,8,Roraima,Amazônia,2.0,-61.0,36.1,3.4,23.3,1243,Alto
2015,8,Tocantins,Cerrado,-10.0,-48.0,34.1,0.0,20.0,2002,Alto
2015,9,Acre,Amazônia,-9.0,-70.5,34.3,0.0,30.9,933,Alto
2015,9,Amapá,Amazônia,1.0,-52.0,33.3,0.0,25.0,534,Médio
2015,9,Amazonas,Amazônia,-3.5,-65.0,39.1,10.4,34.2,4299,Alto
2015,9,Bahia,Cerrado,-12.0,-41.0,35.2,0.0,27.0,3365,Alto
2015,9,Goiás,Cerrado,-16.0,-49.0,30.6,2.1,31.6,1457,Alto
2015,9,Maranhão,Cerrado,-5.0,-45.0,36.0,0.0,32.1,2870,Alto
2015,9,Mato Grosso,Cerrado,-13.0,-56.0,32.9,0.0,32.7,7982,Alto
2015,9,Mato Grosso do Sul,Cerrado,-20.0,-54.0,31.8,23.7,35.3,1377,Alto
2015,9,Minas Gerais,Cerrado,-18.0,-44.0,36.1,43.8,22.1,2197,Alto
2015,9,Pará,Amazônia,-3.0,-52.0,35.2,14.1,40.3,4554,Alto
2015,9,Pernambuco,Caatinga,-8.5,-37.5,34.2,1.0,43.1,1078,Alto
2015,9,Piauí,Cerrado,-7.5,-42.5,35.6,0.0,30.9,2298,Alto
2015,9,Rondônia,Amazônia,-11.0,-63.0,34.0,0.0,34.9,2885,Alto
2015,9,Roraima,Amazônia,2.0,-61.0,36.0,7.0,25.4,991,Alto
2015,9,Tocantins,Cerrado,-10.0,-48.0,34.3,0.0,42.1,2180,Alto
2015,10,Acre,Amazônia,-9.0,-70.5,31.1,34.1,49.2,587,Médio
2015,10,Amapá,Amazônia,1.0,-52.0,34.0,33.1,45.3,458,Médio
2015,10,Amazonas,Amazônia,-3.5,-65.0,33.2,91.2,46.9,3135,Alto
2015,10,Bahia,Cerrado,-12.0,-41.0,31.9,52.3,42.0,3301,Alto
2015,10,Goiás,Cerrado,-16.0,-49.0,32.8,61.4,52.6,769,Médio
2015,10,Maranhão,Cerrado,-5.0,-45.0,31.9,60.2,51.0,2196,Alto
2015,10,Mato Grosso,Cerrado,-13.0,-56.0,30.8,51.9,41.0,4850,Alto
2015,10,Mato Grosso do Sul,Cerrado,-20.0,-54.0,33.8,33.2,44.0,1476,Alto
2015,10,Minas Gerais,Cerrado,-18.0,-44.0,29.5,81.8,49.8,1099,Alto
2015,10,Pará,Amazônia,-3.0,-52.0,33.4,14.3,44.1,4887,Alto
2015,10,Pernambuco,Caatinga,-8.5,-37.5,32.1,63.1,46.1,841,Alto
2015,10,Piauí,Cerrado,-7.5,-42.5,34.9,70.0,42.8,2053,Alto
2015,10,Rondônia,Amazônia,-11.0,-63.0,32.7,50.5,49.7,2132,Alto
2015,10,Roraima,Amazônia,2.0,-61.0,33.5,85.1,48.5,1106,Alto
2015,10,Tocantins,Cerrado,-10.0,-48.0,32.1,34.4,41.6,1704,Alto
2015,11,Acre,Amazônia,-9.0,-70.5,32.3,167.4,71.0,336,Médio
2015,11,Amapá,Amazônia,1.0,-52.0,30.3,152.3,72.3,115,Baixo
2015,11,Amazonas,Amazônia,-3.5,-65.0,31.2,144.2,63.9,1101,Alto
2015,11,Bahia,Cerrado,-12.0,-41.0,28.5,125.7,73.5,1154,Alto
2015,11,Goiás,Cerrado,-16.0,-49.0,30.3,114.7,70.5,348,Médio
2015,11,Maranhão,Cerrado,-5.0,-45.0,31.3,164.5,64.5,736,Médio
2015,11,Mato Grosso,Cerrado,-13.0,-56.0,28.6,163.0,69.2,1958,Alto
2015,11,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.7,127.0,77.2,449,Médio
2015,11,Minas Gerais,Cerrado,-18.0,-44.0,31.1,121.3,72.8,676,Médio
2015,11,Pará,Amazônia,-3.0,-52.0,28.5,133.0,64.6,1293,Alto
2015,11,Pernambuco,Caatinga,-8.5,-37.5,28.3,141.1,69.8,319,Médio
2015,11,Piauí,Cerrado,-7.5,-42.5,27.5,169.2,65.9,738,Médio
2015,11,Rondônia,Amazônia,-11.0,-63.0,28.4,176.4,72.6,918,Alto
2015,11,Roraima,Amazônia,2.0,-61.0,29.4,159.4,68.5,455,Médio
2015,11,Tocantins,Cerrado,-10.0,-48.0,30.1,157.1,64.1,571,Médio
2015,12,Acre,Amazônia,-9.0,-70.5,28.7,136.8,80.7,170,Baixo
2015,12,Amapá,Amazônia,1.0,-52.0,29.6,153.4,92.8,73,Baixo
2015,12,Amazonas,Amazônia,-3.5,-65.0,29.8,199.6,79.4,506,Médio
2015,12,Bahia,Cerrado,-12.0,-41.0,27.3,202.6,87.3,610,Médio
2015,12,Goiás,Cerrado,-16.0,-49.0,27.6,192.1,79.9,156,Baixo
2015,12,Maranhão,Cerrado,-5.0,-45.0,29.5,131.0,80.6,452,Médio
2015,12,Mato Grosso,Cerrado,-13.0,-56.0,29.1,173.5,75.7,1096,Alto
2015,12,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.7,206.7,80.3,227,Médio
2015,12,Minas Gerais,Cerrado,-18.0,-44.0,28.9,146.8,81.8,232,Médio
2015,12,Pará,Amazônia,-3.0,-52.0,30.5,192.3,79.2,820,Alto
2015,12,Pernambuco,Caatinga,-8.5,-37.5,28.6,138.2,83.1,99,Baixo
2015,12,Piauí,Cerrado,-7.5,-42.5,29.3,150.0,79.4,327,Médio
2015,12,Rondônia,Amazônia,-11.0,-63.0,31.2,145.9,74.7,412,Médio
2015,12,Roraima,Amazônia,2.0,-61.0,31.2,190.1,79.6,224,Médio
2015,12,Tocantins,Cerrado,-10.0,-48.0,30.2,171.7,74.2,387,Médio
2016,1,Acre,Amazônia,-9.0,-70.5,28.5,173.0,81.0,108,Baixo
2016,1,Amapá,Amazônia,1.0,-52.0,28.1,188.0,80.9,34,Baixo
2016,1,Amazonas,Amazônia,-3.5,-65.0,27.5,188.6,84.0,227,Médio
2016,1,Bahia,Cerrado,-12.0,-41.0,28.2,148.0,77.7,363,Médio
2016,1,Goiás,Cerrado,-16.0,-49.0,29.5,170.9,77.9,134,Baixo
2016,1,Maranhão,Cerrado,-5.0,-45.0,27.5,168.8,76.5,237,Médio
2016,1,Mato Grosso,Cerrado,-13.0,-56.0,27.7,187.8,80.4,538,Médio
2016,1,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.1,209.4,74.3,97,Baixo
2016,1,Minas Gerais,Cerrado,-18.0,-44.0,26.8,161.2,77.6,140,Baixo
2016,1,Pará,Amazônia,-3.0,-52.0,29.5,165.9,84.5,571,Médio
2016,1,Pernambuco,Caatinga,-8.5,-37.5,28.5,165.3,84.6,56,Baixo
2016,1,Piauí,Cerrado,-7.5,-42.5,32.6,153.5,83.9,174,Baixo
2016,1,Rondônia,Amazônia,-11.0,-63.0,27.8,178.1,79.0,163,Baixo
2016,1,Roraima,Amazônia,2.0,-61.0,27.2,143.6,79.2,102,Baixo
2016,1,Tocantins,Cerrado,-10.0,-48.0,27.9,176.3,78.7,254,Médio
2016,2,Acre,Amazônia,-9.0,-70.5,27.7,161.9,69.4,79,Baixo
2016,2,Amapá,Amazônia,1.0,-52.0,27.7,187.9,76.8,42,Baixo
2016,2,Amazonas,Amazônia,-3.5,-65.0,31.2,201.9,83.4,195,Baixo
2016,2,Bahia,Cerrado,-12.0,-41.0,31.3,218.1,92.1,206,Médio
2016,2,Goiás,Cerrado,-16.0,-49.0,27.2,194.4,78.8,76,Baixo
2016,2,Maranhão,Cerrado,-5.0,-45.0,29.9,178.3,72.5,188,Baixo
2016,2,Mato Grosso,Cerrado,-13.0,-56.0,28.1,202.5,80.8,503,Médio
2016,2,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.8,163.7,78.1,87,Baixo
2016,2,Minas Gerais,Cerrado,-18.0,-44.0,28.2,143.7,85.3,144,Baixo
2016,2,Pará,Amazônia,-3.0,-52.0,29.0,210.1,81.7,455,Médio
2016,2,Pernambuco,Caatinga,-8.5,-37.5,29.5,178.4,83.7,52,Baixo
2016,2,Piauí,Cerrado,-7.5,-42.5,27.7,195.3,75.5,116,Baixo
2016,2,Rondônia,Amazônia,-11.0,-63.0,26.4,119.1,73.7,211,Médio
2016,2,Roraima,Amazônia,2.0,-61.0,26.8,190.0,87.1,72,Baixo
2016,2,Tocantins,Cerrado,-10.0,-48.0,27.1,175.8,82.7,129,Baixo
2016,3,Acre,Amazônia,-9.0,-70.5,29.4,206.6,76.8,85,Baixo
2016,3,Amapá,Amazônia,1.0,-52.0,29.6,219.0,79.1,32,Baixo
2016,3,Amazonas,Amazônia,-3.5,-65.0,29.3,167.7,78.7,272,Médio
2016,3,Bahia,Cerrado,-12.0,-41.0,34.5,183.1,77.4,296,Médio
2016,3,Goiás,Cerrado,-16.0,-49.0,28.0,159.4,77.7,126,Baixo
2016,3,Maranhão,Cerrado,-5.0,-45.0,30.7,170.0,74.4,243,Médio
2016,3,Mato Grosso,Cerrado,-13.0,-56.0,28.3,213.8,79.0,435,Médio
2016,3,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.0,187.0,75.5,114,Baixo
2016,3,Minas Gerais,Cerrado,-18.0,-44.0,28.2,187.7,79.8,139,Baixo
2016,3,Pará,Amazônia,-3.0,-52.0,27.2,168.6,81.5,431,Médio
2016,3,Pernambuco,Caatinga,-8.5,-37.5,28.3,180.7,80.5,97,Baixo
2016,3,Piauí,Cerrado,-7.5,-42.5,29.6,212.7,80.7,147,Baixo
2016,3,Rondônia,Amazônia,-11.0,-63.0,24.5,172.0,77.4,263,Médio
2016,3,Roraima,Amazônia,2.0,-61.0,30.5,188.5,77.8,83,Baixo
2016,3,Tocantins,Cerrado,-10.0,-48.0,29.8,186.3,82.5,144,Baixo
2016,4,Acre,Amazônia,-9.0,-70.5,29.3,186.9,70.2,146,Baixo
2016,4,Amapá,Amazônia,1.0,-52.0,31.9,175.5,72.5,81,Baixo
2016,4,Amazonas,Amazônia,-3.5,-65.0,30.2,163.9,73.1,358,Médio
2016,4,Bahia,Cerrado,-12.0,-41.0,29.6,203.4,72.8,434,Médio
2016,4,Goiás,Cerrado,-16.0,-49.0,27.3,177.6,86.1,144,Baixo
2016,4,Maranhão,Cerrado,-5.0,-45.0,29.4,150.0,77.9,307,Médio
2016,4,Mato Grosso,Cerrado,-13.0,-56.0,28.0,168.4,69.3,747,Médio
2016,4,Mato Grosso do Sul,Cerrado,-20.0,-54.0,27.7,160.8,74.9,189,Baixo
2016,4,Minas Gerais,Cerrado,-18.0,-44.0,31.5,167.6,80.5,275,Médio
2016,4,Pará,Amazônia,-3.0,-52.0,30.3,192.8,82.7,708,Médio
2016,4,Pernambuco,Caatinga,-8.5,-37.5,29.2,211.2,81.5,143,Baixo
2016,4,Piauí,Cerrado,-7.5,-42.5,30.8,156.1,80.2,314,Médio
2016,4,Rondônia,Amazônia,-11.0,-63.0,28.3,163.6,71.7,414,Médio
2016,4,Roraima,Amazônia,2.0,-61.0,26.0,171.6,70.7,118,Baixo
2016,4,Tocantins,Cerrado,-10.0,-48.0,24.4,214.5,75.6,341,Médio
2016,5,Acre,Amazônia,-9.0,-70.5,27.3,126.8,69.4,276,Médio
2016,5,Amapá,Amazônia,1.0,-52.0,30.5,126.4,70.3,149,Baixo
2016,5,Amazonas,Amazônia,-3.5,-65.0,29.9,125.4,69.5,1062,Alto
2016,5,Bahia,Cerrado,-12.0,-41.0,31.8,169.1,67.4,828,Alto
2016,5,Goiás,Cerrado,-16.0,-49.0,27.0,138.2,71.0,336,Médio
2016,5,Maranhão,Cerrado,-5.0,-45.0,32.6,117.7,73.3,759,Médio
2016,5,Mato Grosso,Cerrado,-13.0,-56.0,29.5,111.1,72.9,2083,Alto
2016,5,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.6,155.7,72.3,368,Médio
2016,5,Minas Gerais,Cerrado,-18.0,-44.0,27.5,89.4,67.7,459,Médio
2016,5,Pará,Amazônia,-3.0,-52.0,32.1,158.0,70.4,1345,Alto
2016,5,Pernambuco,Caatinga,-8.5,-37.5,30.7,149.1,67.1,210,Médio
2016,5,Piauí,Cerrado,-7.5,-42.5,30.5,143.3,66.5,406,Médio
2016,5,Rondônia,Amazônia,-11.0,-63.0,26.9,128.8,67.9,551,Médio
2016,5,Roraima,Amazônia,2.0,-61.0,30.5,145.5,67.4,280,Médio
2016,5,Tocantins,Cerrado,-10.0,-48.0,31.4,136.6,69.5,540,Médio
2016,6,Acre,Amazônia,-9.0,-70.5,31.9,48.3,60.7,633,Médio
2016,6,Amapá,Amazônia,1.0,-52.0,33.4,105.5,46.2,236,Médio
2016,6,Amazonas,Amazônia,-3.5,-65.0,32.2,115.9,48.1,1259,Alto
2016,6,Bahia,Cerrado,-12.0,-41.0,31.9,105.9,48.7,2127,Alto
2016,6,Goiás,Cerrado,-16.0,-49.0,31.2,87.4,60.8,612,Médio
2016,6,Maranhão,Cerrado,-5.0,-45.0,29.3,98.4,63.8,1851,Alto
2016,6,Mato Grosso,Cerrado,-13.0,-56.0,30.8,96.1,49.0,2620,Alto
2016,6,Mato Grosso do Sul,Cerrado,-20.0,-54.0,32.8,103.1,56.2,811,Alto
2016,6,Minas Gerais,Cerrado,-18.0,-44.0,34.2,131.8,56.8,947,Alto
2016,6,Pará,Amazônia,-3.0,-52.0,30.5,70.6,46.1,2918,Alto
2016,6,Pernambuco,Caatinga,-8.5,-37.5,33.5,118.9,52.6,397,Médio
2016,6,Piauí,Cerrado,-7.5,-42.5,31.5,100.4,50.7,1164,Alto
2016,6,Rondônia,Amazônia,-11.0,-63.0,31.0,68.0,53.5,1620,Alto
2016,6,Roraima,Amazônia,2.0,-61.0,31.3,98.2,54.7,599,Médio
2016,6,Tocantins,Cerrado,-10.0,-48.0,31.6,99.1,53.7,1497,Alto
2016,7,Acre,Amazônia,-9.0,-70.5,36.5,41.4,31.4,1111,Alto
2016,7,Amapá,Amazônia,1.0,-52.0,32.9,5.8,34.4,397,Médio
2016,7,Amazonas,Amazônia,-3.5,-65.0,34.5,28.9,29.2,2292,Alto
2016,7,Bahia,Cerrado,-12.0,-41.0,36.0,16.4,35.2,3611,Alto
2016,7,Goiás,Cerrado,-16.0,-49.0,34.7,14.6,39.2,803,Alto
2016,7,Maranhão,Cerrado,-5.0,-45.0,36.5,12.5,32.5,2954,Alto
2016,7,Mato Grosso,Cerrado,-13.0,-56.0,33.6,49.9,32.6,6813,Alto
2016,7,Mato Grosso do Sul,Cerrado,-20.0,-54.0,36.2,0.0,36.7,1485,Alto
2016,7,Minas Gerais,Cerrado,-18.0,-44.0,33.9,19.2,26.3,2119,Alto
2016,7,Pará,Amazônia,-3.0,-52.0,34.7,0.0,29.2,3531,Alto
2016,7,Pernambuco,Caatinga,-8.5,-37.5,29.6,12.5,29.8,783,Médio
2016,7,Piauí,Cerrado,-7.5,-42.5,32.7,33.5,31.1,1286,Alto
2016,7,Rondônia,Amazônia,-11.0,-63.0,33.7,4.9,40.2,1755,Alto
2016,7,Roraima,Amazônia,2.0,-61.0,30.8,44.2,33.7,1171,Alto
2016,7,Tocantins,Cerrado,-10.0,-48.0,33.8,34.8,25.5,1420,Alto
2016,8,Acre,Amazônia,-9.0,-70.5,32.8,0.0,20.0,1249,Alto
2016,8,Amapá,Amazônia,1.0,-52.0,35.9,2.6,27.7,545,Médio
2016,8,Amazonas,Amazônia,-3.5,-65.0,34.3,0.0,22.7,3024,Alto
2016,8,Bahia,Cerrado,-12.0,-41.0,33.5,0.0,21.1,4075,Alto
2016,8,Goiás,Cerrado,-16.0,-49.0,36.3,0.0,33.8,1262,Alto
2016,8,Maranhão,Cerrado,-5.0,-45.0,33.7,0.0,20.0,3204,Alto
2016,8,Mato Grosso,Cerrado,-13.0,-56.0,35.1,0.0,20.3,7160,Alto
2016,8,Mato Grosso do Sul,Cerrado,-20.0,-54.0,36.5,20.6,23.0,1553,Alto
2016,8,Minas Gerais,Cerrado,-18.0,-44.0,37.2,0.0,24.0,2565,Alto
2016,8,Pará,Amazônia,-3.0,-52.0,34.2,18.0,20.7,3875,Alto
2016,8,Pernambuco,Caatinga,-8.5,-37.5,36.4,0.0,29.5,1021,Alto
2016,8,Piauí,Cerrado,-7.5,-42.5,33.8,0.0,21.1,2575,Alto
2016,8,Rondônia,Amazônia,-11.0,-63.0,36.1,0.0,23.4,3266,Alto
2016,8,Roraima,Amazônia,2.0,-61.0,36.3,0.0,23.1,1497,Alto
2016,8,Tocantins,Cerrado,-10.0,-48.0,34.4,0.0,29.9,2838,Alto
2016,9,Acre,Amazônia,-9.0,-70.5,37.1,32.5,33.7,926,Alto
2016,9,Amapá,Amazônia,1.0,-52.0,35.6,23.2,31.8,424,Médio
2016,9,Amazonas,Amazônia,-3.5,-65.0,37.3,20.4,26.2,2528,Alto
2016,9,Bahia,Cerrado,-12.0,-41.0,34.9,6.4,30.4,2474,Alto
2016,9,Goiás,Cerrado,-16.0,-49.0,34.3,17.4,32.2,1059,Alto
2016,9,Maranhão,Cerrado,-5.0,-45.0,34.5,0.0,29.9,1993,Alto
2016,9,Mato Grosso,Cerrado,-13.0,-56.0,35.6,23.5,31.6,4398,Alto
2016,9,Mato Grosso do Sul,Cerrado,-20.0,-54.0,38.9,5.9,26.0,1313,Alto
2016,9,Minas Gerais,Cerrado,-18.0,-44.0,34.9,20.8,30.1,1346,Alto
2016,9,Pará,Amazônia,-3.0,-52.0,33.0,17.1,36.9,4023,Alto
2016,9,Pernambuco,Caatinga,-8.5,-37.5,34.2,2.9,25.5,930,Alto
2016,9,Piauí,Cerrado,-7.5,-42.5,34.8,15.1,24.3,2091,Alto
2016,9,Rondônia,Amazônia,-11.0,-63.0,33.3,27.0,33.9,2176,Alto
2016,9,Roraima,Amazônia,2.0,-61.0,33.5,40.0,31.2,1350,Alto
2016,9,Tocantins,Cerrado,-10.0,-48.0,33.0,40.2,23.6,1911,Alto
2016,10,Acre,Amazônia,-9.0,-70.5,34.6,16.6,48.5,549,Médio
2016,10,Amapá,Amazônia,1.0,-52.0,32.8,46.8,36.3,376,Médio
2016,10,Amazonas,Amazônia,-3.5,-65.0,33.1,68.9,43.9,2502,Alto
2016,10,Bahia,Cerrado,-12.0,-41.0,34.9,6.2,51.4,2208,Alto
2016,10,Goiás,Cerrado,-16.0,-49.0,31.4,90.6,48.5,985,Alto
2016,10,Maranhão,Cerrado,-5.0,-45.0,29.6,73.5,37.2,1634,Alto
2016,10,Mato Grosso,Cerrado,-13.0,-56.0,31.4,83.1,50.9,5608,Alto
2016,10,Mato Grosso do Sul,Cerrado,-20.0,-54.0,31.1,78.7,46.7,820,Alto
2016,10,Minas Gerais,Cerrado,-18.0,-44.0,33.3,39.6,36.8,1456,Alto
2016,10,Pará,Amazônia,-3.0,-52.0,31.5,48.4,46.4,2464,Alto
2016,10,Pernambuco,Caatinga,-8.5,-37.5,31.3,38.9,45.4,452,Médio
2016,10,Piauí,Cerrado,-7.5,-42.5,32.3,64.3,44.7,1480,Alto
2016,10,Rondônia,Amazônia,-11.0,-63.0,33.0,68.2,58.8,1321,Alto
2016,10,Roraima,Amazônia,2.0,-61.0,33.6,63.2,53.8,848,Alto
2016,10,Tocantins,Cerrado,-10.0,-48.0,35.1,50.3,41.9,1200,Alto
2016,11,Acre,Amazônia,-9.0,-70.5,30.1,127.9,62.3,285,Médio
2016,11,Amapá,Amazônia,1.0,-52.0,28.7,185.1,67.4,156,Baixo
2016,11,Amazonas,Amazônia,-3.5,-65.0,30.2,185.4,69.9,702,Médio
2016,11,Bahia,Cerrado,-12.0,-41.0,32.2,100.9,64.1,1165,Alto
2016,11,Goiás,Cerrado,-16.0,-49.0,30.5,126.4,64.2,253,Médio
2016,11,Maranhão,Cerrado,-5.0,-45.0,29.4,138.5,69.2,842,Alto
2016,11,Mato Grosso,Cerrado,-13.0,-56.0,30.7,135.6,80.8,1343,Alto
2016,11,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.9,142.4,67.5,397,Médio
2016,11,Minas Gerais,Cerrado,-18.0,-44.0,29.0,139.2,72.1,458,Médio
2016,11,Pará,Amazônia,-3.0,-52.0,31.2,115.1,77.9,1212,Alto
2016,11,Pernambuco,Caatinga,-8.5,-37.5,29.7,122.1,77.3,217,Médio
2016,11,Piauí,Cerrado,-7.5,-42.5,30.1,149.5,72.6,672,Médio
2016,11,Rondônia,Amazônia,-11.0,-63.0,30.6,181.9,73.5,470,Médio
2016,11,Roraima,Amazônia,2.0,-61.0,27.3,141.7,74.8,276,Médio
2016,11,Tocantins,Cerrado,-10.0,-48.0,28.3,170.6,65.2,685,Médio
2016,12,Acre,Amazônia,-9.0,-70.5,31.6,156.3,75.7,123,Baixo
2016,12,Amapá,Amazônia,1.0,-52.0,27.7,175.6,74.6,81,Baixo
2016,12,Amazonas,Amazônia,-3.5,-65.0,29.7,158.4,88.3,504,Médio
2016,12,Bahia,Cerrado,-12.0,-41.0,29.6,184.4,78.5,357,Médio
2016,12,Goiás,Cerrado,-16.0,-49.0,29.1,200.6,77.1,209,Médio
2016,12,Maranhão,Cerrado,-5.0,-45.0,31.9,145.3,80.0,434,Médio
2016,12,Mato Grosso,Cerrado,-13.0,-56.0,27.7,174.6,81.8,773,Médio
2016,12,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.6,122.4,80.9,218,Médio
2016,12,Minas Gerais,Cerrado,-18.0,-44.0,28.8,184.2,73.4,179,Baixo
2016,12,Pará,Amazônia,-3.0,-52.0,30.7,136.1,82.1,779,Médio
2016,12,Pernambuco,Caatinga,-8.5,-37.5,28.8,179.5,83.5,105,Baixo
2016,12,Piauí,Cerrado,-7.5,-42.5,27.0,162.4,74.5,314,Médio
2016,12,Rondônia,Amazônia,-11.0,-63.0,29.1,157.6,75.3,260,Médio
2016,12,Roraima,Amazônia,2.0,-61.0,27.9,164.9,87.5,137,Baixo
2016,12,Tocantins,Cerrado,-10.0,-48.0,31.1,172.1,73.3,320,Médio
2017,1,Acre,Amazônia,-9.0,-70.5,29.0,209.7,82.2,98,Baixo
2017,1,Amapá,Amazônia,1.0,-52.0,30.1,139.9,85.8,39,Baixo
2017,1,Amazonas,Amazônia,-3.5,-65.0,30.3,151.6,88.7,334,Médio
2017,1,Bahia,Cerrado,-12.0,-41.0,31.7,178.0,80.9,295,Médio
2017,1,Goiás,Cerrado,-16.0,-49.0,27.9,177.6,79.5,81,Baixo
2017,1,Maranhão,Cerrado,-5.0,-45.0,27.4,171.7,77.3,215,Médio
2017,1,Mato Grosso,Cerrado,-13.0,-56.0,26.7,210.0,82.8,532,Médio
2017,1,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.1,224.1,83.0,91,Baixo
2017,1,Minas Gerais,Cerrado,-18.0,-44.0,31.1,219.9,80.8,200,Médio
2017,1,Pará,Amazônia,-3.0,-52.0,32.0,199.8,82.9,438,Médio
2017,1,Pernambuco,Caatinga,-8.5,-37.5,27.1,171.7,87.7,65,Baixo
2017,1,Piauí,Cerrado,-7.5,-42.5,30.7,129.2,78.4,120,Baixo
2017,1,Rondônia,Amazônia,-11.0,-63.0,29.6,159.2,79.4,167,Baixo
2017,1,Roraima,Amazônia,2.0,-61.0,28.5,149.2,80.6,86,Baixo
